Code,Name,Category,Subcategory,Brand,UOM,Qty,Reorder,Cost,Price,Location
"AC-MIT-30000-FLOOR,""Mitsubishi 30,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,0,2,181642,263381,A/C Showroom"
"AC-MIT-30000-SPLIT,""Mitsubishi 30,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,1,2,133560,193662,A/C Showroom"
"AC-MIT-30000-SPLIT,""Mitsubishi 30,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,1,2,133560,193662,A/C Showroom"
"AC-MIT-30000-WIN,""Mitsubishi 30,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,5,2,197669,286620,A/C Showroom"
"AC-MIT-30000-WIN,""Mitsubishi 30,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,5,2,197669,286620,A/C Showroom"
"AC-MIT-36000-CAS,""Mitsubishi 36,000 BTU Cassette A/C"",A/C,Cassette — Mitsubishi,Mitsubishi,pcs,0,2,179504,260282,A/C Showroom"
"AC-MIT-36000-CAS,""Mitsubishi 36,000 BTU Cassette A/C"",A/C,Cassette — Mitsubishi,Mitsubishi,pcs,0,2,179504,260282,A/C Showroom"
"AC-MIT-36000-DCT,""Mitsubishi 36,000 BTU Ducted A/C"",A/C,Ducted — Mitsubishi,Mitsubishi,pcs,4,2,198737,288169,A/C Showroom"
"AC-MIT-36000-DCT,""Mitsubishi 36,000 BTU Ducted A/C"",A/C,Ducted — Mitsubishi,Mitsubishi,pcs,4,2,198737,288169,A/C Showroom"
"AC-MIT-36000-FLOOR,""Mitsubishi 36,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,8,2,217970,316058,A/C Showroom"
"AC-MIT-36000-FLOOR,""Mitsubishi 36,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,8,2,217970,316058,A/C Showroom"
"AC-MIT-36000-SPLIT,""Mitsubishi 36,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,9,2,160272,232394,A/C Showroom"
"AC-MIT-36000-SPLIT,""Mitsubishi 36,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,9,2,160272,232394,A/C Showroom"
"AC-MIT-36000-WIN,""Mitsubishi 36,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,0,2,237203,343944,A/C Showroom"
"AC-MIT-36000-WIN,""Mitsubishi 36,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,0,2,237203,343944,A/C Showroom"
"AC-MIT-48000-CAS,""Mitsubishi 48,000 BTU Cassette A/C"",A/C,Cassette — Mitsubishi,Mitsubishi,pcs,8,2,239340,347043,A/C Showroom"
"AC-MIT-48000-CAS,""Mitsubishi 48,000 BTU Cassette A/C"",A/C,Cassette — Mitsubishi,Mitsubishi,pcs,8,2,239340,347043,A/C Showroom"
"AC-MIT-48000-DCT,""Mitsubishi 48,000 BTU Ducted A/C"",A/C,Ducted — Mitsubishi,Mitsubishi,pcs,12,2,264983,384225,A/C Showroom"
"AC-MIT-48000-DCT,""Mitsubishi 48,000 BTU Ducted A/C"",A/C,Ducted — Mitsubishi,Mitsubishi,pcs,12,2,264983,384225,A/C Showroom"
"AC-MIT-48000-FLOOR,""Mitsubishi 48,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,3,2,290627,421408,A/C Showroom"
"AC-MIT-48000-FLOOR,""Mitsubishi 48,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,3,2,290627,421408,A/C Showroom"
"AC-MIT-48000-SPLIT,""Mitsubishi 48,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,4,2,213696,309859,A/C Showroom"
"AC-MIT-48000-SPLIT,""Mitsubishi 48,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,4,2,213696,309859,A/C Showroom"
"AC-MIT-48000-WIN,""Mitsubishi 48,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,8,2,316270,458590,A/C Showroom"
"AC-MIT-48000-WIN,""Mitsubishi 48,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,8,2,316270,458590,A/C Showroom"
"AC-MIT-60000-CAS,""Mitsubishi 60,000 BTU Cassette A/C"",A/C,Cassette — Mitsubishi,Mitsubishi,pcs,3,2,299174,433802,A/C Showroom"
"AC-MIT-60000-CAS,""Mitsubishi 60,000 BTU Cassette A/C"",A/C,Cassette — Mitsubishi,Mitsubishi,pcs,3,2,299174,433802,A/C Showroom"
"AC-MIT-60000-DCT,""Mitsubishi 60,000 BTU Ducted A/C"",A/C,Ducted — Mitsubishi,Mitsubishi,pcs,7,2,331229,480282,A/C Showroom"
"AC-MIT-60000-DCT,""Mitsubishi 60,000 BTU Ducted A/C"",A/C,Ducted — Mitsubishi,Mitsubishi,pcs,7,2,331229,480282,A/C Showroom"
"AC-MIT-60000-FLOOR,""Mitsubishi 60,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,12,2,363283,526760,A/C Showroom"
"AC-MIT-60000-FLOOR,""Mitsubishi 60,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,12,2,363283,526760,A/C Showroom"
"AC-MIT-60000-SPLIT,""Mitsubishi 60,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,12,2,267120,387324,A/C Showroom"
"AC-MIT-60000-SPLIT,""Mitsubishi 60,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,12,2,267120,387324,A/C Showroom"
"AC-MIT-60000-WIN,""Mitsubishi 60,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,3,2,395338,573240,A/C Showroom"
"AC-MIT-60000-WIN,""Mitsubishi 60,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,3,2,395338,573240,A/C Showroom"
"AC-MIT-9000-CAS,""Mitsubishi 9,000 BTU Cassette A/C"",A/C,Cassette — Mitsubishi,Mitsubishi,pcs,11,2,44876,65071,A/C Showroom"
"AC-MIT-9000-CAS,""Mitsubishi 9,000 BTU Cassette A/C"",A/C,Cassette — Mitsubishi,Mitsubishi,pcs,11,2,44876,65071,A/C Showroom"
"AC-MIT-9000-DCT,""Mitsubishi 9,000 BTU Ducted A/C"",A/C,Ducted — Mitsubishi,Mitsubishi,pcs,3,2,49685,72043,A/C Showroom"
"AC-MIT-9000-DCT,""Mitsubishi 9,000 BTU Ducted A/C"",A/C,Ducted — Mitsubishi,Mitsubishi,pcs,3,2,49685,72043,A/C Showroom"
"AC-MIT-9000-FLOOR,""Mitsubishi 9,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,7,2,54492,79014,A/C Showroom"
"AC-MIT-9000-FLOOR,""Mitsubishi 9,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Mitsubishi,Mitsubishi,pcs,7,2,54492,79014,A/C Showroom"
"AC-MIT-9000-SPLIT,""Mitsubishi 9,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,7,2,40068,58099,A/C Showroom"
"AC-MIT-9000-SPLIT,""Mitsubishi 9,000 BTU Wall-Split A/C"",A/C,Wall-Split — Mitsubishi,Mitsubishi,pcs,7,2,40068,58099,A/C Showroom"
"AC-MIT-9000-WIN,""Mitsubishi 9,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,11,2,59300,85986,A/C Showroom"
"AC-MIT-9000-WIN,""Mitsubishi 9,000 BTU Window A/C"",A/C,Window — Mitsubishi,Mitsubishi,pcs,11,2,59300,85986,A/C Showroom"
"AC-SAM-12000-CAS,""Samsung 12,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,0,2,55561,80564,A/C Showroom"
"AC-SAM-12000-CAS,""Samsung 12,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,0,2,55561,80564,A/C Showroom"
"AC-SAM-12000-DCT,""Samsung 12,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,4,2,61514,89196,A/C Showroom"
"AC-SAM-12000-DCT,""Samsung 12,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,4,2,61514,89196,A/C Showroom"
"AC-SAM-12000-FLOOR,""Samsung 12,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,8,2,67466,97826,A/C Showroom"
"AC-SAM-12000-FLOOR,""Samsung 12,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,8,2,67466,97826,A/C Showroom"
"AC-SAM-12000-SPLIT,""Samsung 12,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,8,2,49608,71932,A/C Showroom"
"AC-SAM-12000-SPLIT,""Samsung 12,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,8,2,49608,71932,A/C Showroom"
"AC-SAM-12000-WIN,""Samsung 12,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,12,2,73420,106458,A/C Showroom"
"AC-SAM-12000-WIN,""Samsung 12,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,12,2,73420,106458,A/C Showroom"
"AC-SAM-18000-CAS,""Samsung 18,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,8,2,83341,120845,A/C Showroom"
"AC-SAM-18000-CAS,""Samsung 18,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,8,2,83341,120845,A/C Showroom"
"AC-SAM-18000-DCT,""Samsung 18,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,12,2,92270,133792,A/C Showroom"
"AC-SAM-18000-DCT,""Samsung 18,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,12,2,92270,133792,A/C Showroom"
"AC-SAM-18000-FLOOR,""Samsung 18,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,3,2,101201,146741,A/C Showroom"
"AC-SAM-18000-FLOOR,""Samsung 18,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,3,2,101201,146741,A/C Showroom"
"AC-SAM-18000-SPLIT,""Samsung 18,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,4,2,74412,107897,A/C Showroom"
"AC-SAM-18000-SPLIT,""Samsung 18,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,4,2,74412,107897,A/C Showroom"
"AC-SAM-18000-WIN,""Samsung 18,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,7,2,110130,159689,A/C Showroom"
"AC-SAM-18000-WIN,""Samsung 18,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,7,2,110130,159689,A/C Showroom"
"AC-SAM-24000-CAS,""Samsung 24,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,3,2,111122,161128,A/C Showroom"
"AC-SAM-24000-CAS,""Samsung 24,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,3,2,111122,161128,A/C Showroom"
"AC-SAM-24000-DCT,""Samsung 24,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,7,2,123028,178390,A/C Showroom"
"AC-SAM-24000-DCT,""Samsung 24,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,7,2,123028,178390,A/C Showroom"
"AC-SAM-24000-FLOOR,""Samsung 24,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,11,2,134934,195655,A/C Showroom"
"AC-SAM-24000-FLOOR,""Samsung 24,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,11,2,134934,195655,A/C Showroom"
"AC-SAM-24000-SPLIT,""Samsung 24,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,12,2,99216,143863,A/C Showroom"
"AC-SAM-24000-SPLIT,""Samsung 24,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,12,2,99216,143863,A/C Showroom"
"AC-SAM-24000-WIN,""Samsung 24,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,3,2,146839,212917,A/C Showroom"
"AC-SAM-24000-WIN,""Samsung 24,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,3,2,146839,212917,A/C Showroom"
"AC-SAM-30000-CAS,""Samsung 30,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,11,2,138902,201408,A/C Showroom"
"AC-SAM-30000-CAS,""Samsung 30,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,11,2,138902,201408,A/C Showroom"
"AC-SAM-30000-DCT,""Samsung 30,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,2,2,153785,222988,A/C Showroom"
"AC-SAM-30000-DCT,""Samsung 30,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,2,2,153785,222988,A/C Showroom"
"AC-SAM-30000-FLOOR,""Samsung 30,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,6,2,168667,244567,A/C Showroom"
"AC-SAM-30000-FLOOR,""Samsung 30,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,6,2,168667,244567,A/C Showroom"
"AC-SAM-30000-SPLIT,""Samsung 30,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,7,2,124020,179829,A/C Showroom"
"AC-SAM-30000-SPLIT,""Samsung 30,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,7,2,124020,179829,A/C Showroom"
"AC-SAM-30000-WIN,""Samsung 30,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,11,2,183550,266147,A/C Showroom"
"AC-SAM-30000-WIN,""Samsung 30,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,11,2,183550,266147,A/C Showroom"
"AC-SAM-36000-CAS,""Samsung 36,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,6,2,166682,241689,A/C Showroom"
"AC-SAM-36000-CAS,""Samsung 36,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,6,2,166682,241689,A/C Showroom"
"AC-SAM-36000-DCT,""Samsung 36,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,10,2,184542,267586,A/C Showroom"
"AC-SAM-36000-DCT,""Samsung 36,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,10,2,184542,267586,A/C Showroom"
"AC-SAM-36000-FLOOR,""Samsung 36,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,2,2,202400,293481,A/C Showroom"
"AC-SAM-36000-FLOOR,""Samsung 36,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,2,2,202400,293481,A/C Showroom"
"AC-SAM-36000-SPLIT,""Samsung 36,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,2,2,148824,215795,A/C Showroom"
"AC-SAM-36000-SPLIT,""Samsung 36,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,2,2,148824,215795,A/C Showroom"
"AC-SAM-36000-WIN,""Samsung 36,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,6,2,220260,319377,A/C Showroom"
"AC-SAM-36000-WIN,""Samsung 36,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,6,2,220260,319377,A/C Showroom"
"AC-SAM-48000-CAS,""Samsung 48,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,1,2,222244,322253,A/C Showroom"
"AC-SAM-48000-CAS,""Samsung 48,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,1,2,222244,322253,A/C Showroom"
"AC-SAM-48000-DCT,""Samsung 48,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,5,2,246055,356780,A/C Showroom"
"AC-SAM-48000-DCT,""Samsung 48,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,5,2,246055,356780,A/C Showroom"
"AC-SAM-48000-FLOOR,""Samsung 48,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,10,2,269868,391308,A/C Showroom"
"AC-SAM-48000-FLOOR,""Samsung 48,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,10,2,269868,391308,A/C Showroom"
"AC-SAM-48000-SPLIT,""Samsung 48,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,10,2,198432,287726,A/C Showroom"
"AC-SAM-48000-SPLIT,""Samsung 48,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,10,2,198432,287726,A/C Showroom"
"AC-SAM-48000-WIN,""Samsung 48,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,1,2,293680,425835,A/C Showroom"
"AC-SAM-48000-WIN,""Samsung 48,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,1,2,293680,425835,A/C Showroom"
"AC-SAM-60000-CAS,""Samsung 60,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,9,2,277805,402817,A/C Showroom"
"AC-SAM-60000-CAS,""Samsung 60,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,9,2,277805,402817,A/C Showroom"
"AC-SAM-60000-DCT,""Samsung 60,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,1,2,307570,445976,A/C Showroom"
"AC-SAM-60000-DCT,""Samsung 60,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,1,2,307570,445976,A/C Showroom"
"AC-SAM-60000-FLOOR,""Samsung 60,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,5,2,337334,489134,A/C Showroom"
"AC-SAM-60000-FLOOR,""Samsung 60,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,5,2,337334,489134,A/C Showroom"
"AC-SAM-60000-SPLIT,""Samsung 60,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,5,2,248040,359658,A/C Showroom"
"AC-SAM-60000-SPLIT,""Samsung 60,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,5,2,248040,359658,A/C Showroom"
"AC-SAM-60000-WIN,""Samsung 60,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,9,2,367099,532294,A/C Showroom"
"AC-SAM-60000-WIN,""Samsung 60,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,9,2,367099,532294,A/C Showroom"
"AC-SAM-9000-CAS,""Samsung 9,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,5,2,41671,60424,A/C Showroom"
"AC-SAM-9000-CAS,""Samsung 9,000 BTU Cassette A/C"",A/C,Cassette — Samsung,Samsung,pcs,5,2,41671,60424,A/C Showroom"
"AC-SAM-9000-DCT,""Samsung 9,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,9,2,46135,66897,A/C Showroom"
"AC-SAM-9000-DCT,""Samsung 9,000 BTU Ducted A/C"",A/C,Ducted — Samsung,Samsung,pcs,9,2,46135,66897,A/C Showroom"
"AC-SAM-9000-FLOOR,""Samsung 9,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,0,2,50600,73371,A/C Showroom"
"AC-SAM-9000-FLOOR,""Samsung 9,000 BTU Floor-Standing A/C"",A/C,Floor-Standing — Samsung,Samsung,pcs,0,2,50600,73371,A/C Showroom"
"AC-SAM-9000-SPLIT,""Samsung 9,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,0,2,37206,53949,A/C Showroom"
"AC-SAM-9000-SPLIT,""Samsung 9,000 BTU Wall-Split A/C"",A/C,Wall-Split — Samsung,Samsung,pcs,0,2,37206,53949,A/C Showroom"
"AC-SAM-9000-WIN,""Samsung 9,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,4,2,55064,79843,A/C Showroom"
"AC-SAM-9000-WIN,""Samsung 9,000 BTU Window A/C"",A/C,Window — Samsung,Samsung,pcs,4,2,55064,79843,A/C Showroom"
AC-VRF-10HP,VRF Outdoor Unit 10HP,A/C,VRF,,pcs,0,1,848000,1229600,A/C Showroom
AC-VRF-10HP,VRF Outdoor Unit 10HP,A/C,VRF,,pcs,0,1,848000,1229600,A/C Showroom
AC-VRF-12HP,VRF Outdoor Unit 12HP,A/C,VRF,,pcs,2,1,1017600,1475520,A/C Showroom
AC-VRF-12HP,VRF Outdoor Unit 12HP,A/C,VRF,,pcs,2,1,1017600,1475520,A/C Showroom
AC-VRF-14HP,VRF Outdoor Unit 14HP,A/C,VRF,,pcs,3,1,1187200,1721440,A/C Showroom
AC-VRF-14HP,VRF Outdoor Unit 14HP,A/C,VRF,,pcs,3,1,1187200,1721440,A/C Showroom
AC-VRF-16HP,VRF Outdoor Unit 16HP,A/C,VRF,,pcs,0,1,1356800,1967360,A/C Showroom
AC-VRF-16HP,VRF Outdoor Unit 16HP,A/C,VRF,,pcs,0,1,1356800,1967360,A/C Showroom
AC-VRF-18HP,VRF Outdoor Unit 18HP,A/C,VRF,,pcs,1,1,1526400,2213280,A/C Showroom
AC-VRF-18HP,VRF Outdoor Unit 18HP,A/C,VRF,,pcs,1,1,1526400,2213280,A/C Showroom
AC-VRF-22HP,VRF Outdoor Unit 22HP,A/C,VRF,,pcs,3,1,1865600,2705120,A/C Showroom
AC-VRF-22HP,VRF Outdoor Unit 22HP,A/C,VRF,,pcs,3,1,1865600,2705120,A/C Showroom
AC-VRF-26HP,VRF Outdoor Unit 26HP,A/C,VRF,,pcs,0,1,2204800,3196960,A/C Showroom
AC-VRF-26HP,VRF Outdoor Unit 26HP,A/C,VRF,,pcs,0,1,2204800,3196960,A/C Showroom
AC-VRF-30HP,VRF Outdoor Unit 30HP,A/C,VRF,,pcs,1,1,2544000,3688800,A/C Showroom
AC-VRF-30HP,VRF Outdoor Unit 30HP,A/C,VRF,,pcs,1,1,2544000,3688800,A/C Showroom
AC-VRF-40HP,VRF Outdoor Unit 40HP,A/C,VRF,,pcs,3,1,3392000,4918400,A/C Showroom
AC-VRF-40HP,VRF Outdoor Unit 40HP,A/C,VRF,,pcs,3,1,3392000,4918400,A/C Showroom
AC-VRF-4HP,VRF Outdoor Unit 4HP,A/C,VRF,,pcs,0,1,339200,491840,A/C Showroom
AC-VRF-4HP,VRF Outdoor Unit 4HP,A/C,VRF,,pcs,0,1,339200,491840,A/C Showroom
AC-VRF-50HP,VRF Outdoor Unit 50HP,A/C,VRF,,pcs,0,1,4240000,6148000,A/C Showroom
AC-VRF-50HP,VRF Outdoor Unit 50HP,A/C,VRF,,pcs,0,1,4240000,6148000,A/C Showroom
AC-VRF-6HP,VRF Outdoor Unit 6HP,A/C,VRF,,pcs,2,1,508800,737760,A/C Showroom
AC-VRF-6HP,VRF Outdoor Unit 6HP,A/C,VRF,,pcs,2,1,508800,737760,A/C Showroom
AC-VRF-8HP,VRF Outdoor Unit 8HP,A/C,VRF,,pcs,3,1,678400,983680,A/C Showroom
AC-VRF-8HP,VRF Outdoor Unit 8HP,A/C,VRF,,pcs,3,1,678400,983680,A/C Showroom
ADH-1,Loctite 222 low strength (50ml),Repair Materials,Adhesives & Sealants,,pcs,56,10,795,1153,Chemicals Store
ADH-1,Loctite 222 low strength (50ml),Repair Materials,Adhesives & Sealants,,pcs,56,10,795,1153,Chemicals Store
ADH-10,Loctite 480 instant rubber-toughened (20g),Repair Materials,Adhesives & Sealants,,pcs,52,10,2942,4265,Chemicals Store
ADH-10,Loctite 480 instant rubber-toughened (20g),Repair Materials,Adhesives & Sealants,,pcs,52,10,2942,4265,Chemicals Store
ADH-11,Loctite 495 instant general (50g),Repair Materials,Adhesives & Sealants,,pcs,15,10,3180,4611,Chemicals Store
ADH-11,Loctite 495 instant general (50g),Repair Materials,Adhesives & Sealants,,pcs,15,10,3180,4611,Chemicals Store
ADH-12,Loctite 542 hydraulic seal (50ml),Repair Materials,Adhesives & Sealants,,pcs,33,10,3419,4957,Chemicals Store
ADH-12,Loctite 542 hydraulic seal (50ml),Repair Materials,Adhesives & Sealants,,pcs,33,10,3419,4957,Chemicals Store
ADH-13,Loctite 567 PTFE thread seal (50ml),Repair Materials,Adhesives & Sealants,,pcs,51,10,3657,5303,Chemicals Store
ADH-13,Loctite 567 PTFE thread seal (50ml),Repair Materials,Adhesives & Sealants,,pcs,51,10,3657,5303,Chemicals Store
ADH-14,Loctite 577 thread seal (50ml),Repair Materials,Adhesives & Sealants,,pcs,13,10,3896,5648,Chemicals Store
ADH-14,Loctite 577 thread seal (50ml),Repair Materials,Adhesives & Sealants,,pcs,13,10,3896,5648,Chemicals Store
ADH-15,Loctite 5926 silicone (40ml),Repair Materials,Adhesives & Sealants,,pcs,32,10,4134,5994,Chemicals Store
ADH-15,Loctite 5926 silicone (40ml),Repair Materials,Adhesives & Sealants,,pcs,32,10,4134,5994,Chemicals Store
ADH-16,Loctite 638 retaining compound (50ml),Repair Materials,Adhesives & Sealants,,pcs,50,10,4373,6340,Chemicals Store
ADH-16,Loctite 638 retaining compound (50ml),Repair Materials,Adhesives & Sealants,,pcs,50,10,4373,6340,Chemicals Store
ADH-17,Loctite 648 retaining compound (50ml),Repair Materials,Adhesives & Sealants,,pcs,12,10,4611,6686,Chemicals Store
ADH-17,Loctite 648 retaining compound (50ml),Repair Materials,Adhesives & Sealants,,pcs,12,10,4611,6686,Chemicals Store
ADH-18,Loctite 660 quick-metal (50ml),Repair Materials,Adhesives & Sealants,,pcs,30,10,4850,7032,Chemicals Store
ADH-18,Loctite 660 quick-metal (50ml),Repair Materials,Adhesives & Sealants,,pcs,30,10,4850,7032,Chemicals Store
ADH-19,Loctite 7649 primer (150ml),Repair Materials,Adhesives & Sealants,,pcs,49,10,5088,7378,Chemicals Store
ADH-19,Loctite 7649 primer (150ml),Repair Materials,Adhesives & Sealants,,pcs,49,10,5088,7378,Chemicals Store
ADH-2,Loctite 243 medium strength (50ml),Repair Materials,Adhesives & Sealants,,pcs,18,10,1034,1499,Chemicals Store
ADH-2,Loctite 243 medium strength (50ml),Repair Materials,Adhesives & Sealants,,pcs,18,10,1034,1499,Chemicals Store
ADH-20,Anaerobic gasket sealant (50ml),Repair Materials,Adhesives & Sealants,,pcs,11,10,5327,7723,Chemicals Store
ADH-20,Anaerobic gasket sealant (50ml),Repair Materials,Adhesives & Sealants,,pcs,11,10,5327,7723,Chemicals Store
ADH-21,RTV silicone red high-temp (310ml),Repair Materials,Adhesives & Sealants,,pcs,29,10,5565,8069,Chemicals Store
ADH-21,RTV silicone red high-temp (310ml),Repair Materials,Adhesives & Sealants,,pcs,29,10,5565,8069,Chemicals Store
ADH-22,RTV silicone black (310ml),Repair Materials,Adhesives & Sealants,,pcs,48,10,5804,8415,Chemicals Store
